unique_id,product_name,pdp_url
5903416065975,"Kompaktni puder Wonder Match 01, ZF 30, 8 g",https://www.dm.si/p/d/2967177/eveline-cosmetics-kompaktni-puder-wonder-match-01-zf-30
5903416043485,"Tekoča podlaga Wonder Match Lumi, 20 Nude, 30 ml",https://www.dm.si/p/d/2278233/eveline-cosmetics-tekoca-podlaga-wonder-match-lumi-20-nude
5903416048589,"Rdečilo za lica in ustnice Wonder Match 01, 4,5 ml",https://www.dm.si/p/d/2278229/eveline-cosmetics-rdecilo-za-lica-in-ustnice-wonder-match-01
5903416043409,"Tekoči osvetljevalec Variété, 02 Rose Gold, 30 ml",https://www.dm.si/p/d/2278250/eveline-cosmetics-tekoci-osvetljevalec-variete-02-rose-gold
5903416052470,"Vodoodporno črtalo za ustnice make a shape - 01 Nude, 0,8 g",https://www.dm.si/p/d/2275137/eveline-cosmetics-vodoodporno-crtalo-za-ustnice-make-a-shape-01-nude
5903416043393,"Tekoči osvetljevalec Variété, 01 Champagne Gold, 30 ml",https://www.dm.si/p/d/2278249/eveline-cosmetics-tekoci-osvetljevalec-variete-01-champagne-gold
5903416052487,"Vodoodporno črtalo za ustnice make a shape - 02 Pinkish, 0,8 g",https://www.dm.si/p/d/2275138/eveline-cosmetics-vodoodporno-crtalo-za-ustnice-make-a-shape-02-pinkish
5903416048602,"Rdečilo za lica in ustnice Wonder Match 03, 4,5 ml",https://www.dm.si/p/d/2278231/eveline-cosmetics-rdecilo-za-lica-in-ustnice-wonder-match-03
5903416038153,"Vodoodporni korektor Liquid Camouflage, 02 Light Vanilla, 7 ml",https://www.dm.si/p/d/2558281/eveline-cosmetics-vodoodporni-korektor-liquid-camouflage-02-light-vanilla
5903416027041,"Puder v prahu Variete Light Reflecting, 1 kos",https://www.dm.si/p/d/2246750/eveline-cosmetics-puder-v-prahu-variete-light-reflecting
5903416034131,"Osvetljevalec feel the glow, 01 Sparkle, 4,2 g",https://www.dm.si/p/d/2278262/eveline-cosmetics-osvetljevalec-feel-the-glow-01-sparkle
5903416027492,"Lak za nohte Care & Colour 6 v 1, 5 ml",https://www.dm.si/p/d/2278221/eveline-cosmetics-lak-za-nohte-care-colour-6-v-1
5903416017813,"Primer Unicorn Magic Drops, 30 ml",https://www.dm.si/p/d/2285300/eveline-cosmetics-primer-unicorn-magic-drops
5903416034148,"Osvetljevalec feel the glow, 02 Beach Glow, 4,2 g",https://www.dm.si/p/d/2278263/eveline-cosmetics-osvetljevalec-feel-the-glow-02-beach-glow
5903416017776,"Tekoča podlaga Wonder Match, 30 Cool Beige, 30 ml",https://www.dm.si/p/d/2285357/eveline-cosmetics-tekoca-podlaga-wonder-match-30-cool-beige
5903416017493,"Puder v prahu Matt my Day, banana, 6 g",https://www.dm.si/p/d/2285351/eveline-cosmetics-puder-v-prahu-matt-my-day-banana
5903416048596,"Rdečilo za lica in ustnice Wonder Match 02, 4,5 ml",https://www.dm.si/p/d/2278230/eveline-cosmetics-rdecilo-za-lica-in-ustnice-wonder-match-02
5903416010302,"Lak za nohte Gel Laque 54, 8 ml",https://www.dm.si/p/d/2285281/eveline-cosmetics-lak-za-nohte-gel-laque-54
5903416017752,"Tekoča podlaga Wonder Match, 15 Natural, 30 ml",https://www.dm.si/p/d/2285355/eveline-cosmetics-tekoca-podlaga-wonder-match-15-natural
5903416043454,"Tekoča podlaga Wonder Match Lumi, 15 Neutral, 30 ml",https://www.dm.si/p/d/2278232/eveline-cosmetics-tekoca-podlaga-wonder-match-lumi-15-neutral
5903416052494,"Vodoodporno črtalo za ustnice make a shape - 03 Dark Rose, 0,8 g",https://www.dm.si/p/d/2275141/eveline-cosmetics-vodoodporno-crtalo-za-ustnice-make-a-shape-03-dark-rose
5903416017769,"Tekoča podlaga Wonder Match, 20 Medium Beige, 30 ml",https://www.dm.si/p/d/2285356/eveline-cosmetics-tekoca-podlaga-wonder-match-20-medium-beige
5903416010319,"Lak za nohte Gel Laque 55, 8 ml",https://www.dm.si/p/d/2285282/eveline-cosmetics-lak-za-nohte-gel-laque-55
5903416010333,"Lak za nohte Gel Laque 57, 8 ml",https://www.dm.si/p/d/2285283/eveline-cosmetics-lak-za-nohte-gel-laque-57
5903416010289,"Lak za nohte Gel Laque 52, 8 ml",https://www.dm.si/p/d/2285280/eveline-cosmetics-lak-za-nohte-gel-laque-52
5903416008040,"Lak za nohte Gel Laque 37, 8 ml",https://www.dm.si/p/d/2285272/eveline-cosmetics-lak-za-nohte-gel-laque-37
5903416010197,"Lak za nohte Gel Laque 42, 8 ml",https://www.dm.si/p/d/2285275/eveline-cosmetics-lak-za-nohte-gel-laque-42
5903416001423,"Nadlak za hitro sušenje 5v1 Super-Dry, 12 ml",https://www.dm.si/p/d/2285946/eveline-cosmetics-nadlak-za-hitro-susenje-5v1-super-dry
5901761997644,"Tekoča podlaga Satin Matt 104 Beige, 30 ml",https://www.dm.si/p/d/2285379/eveline-cosmetics-tekoca-podlaga-satin-matt-104-beige
5901964016555,"Krema za depilacijo Ultra Mild 3 v 1, 125 ml",https://www.dm.si/p/d/2195539/eveline-cosmetics-krema-za-depilacijo-ultra-mild-3-v-1
5901761997613,"Tekoča podlaga Satin Matt 101 Ivory, 30 ml",https://www.dm.si/p/d/2285375/eveline-cosmetics-tekoca-podlaga-satin-matt-101-ivory
5901761985221,"Tekoči korektor Wonder Match, 15 Natural, 6,8 ml",https://www.dm.si/p/d/2278243/eveline-cosmetics-tekoci-korektor-wonder-match-15-natural
5901761985177,"Tekoča podlaga Wonder Match, 12 Light Natural, 30 ml",https://www.dm.si/p/d/2965118/eveline-cosmetics-tekoca-podlaga-wonder-match-12-light-natural
5901761985207,"Tekoči korektor Wonder Match, 05 Porcelain, 6,8 ml",https://www.dm.si/p/d/2278241/eveline-cosmetics-tekoci-korektor-wonder-match-05-porcelain
5901761985214,"Tekoči korektor Wonder Match, 10 Light Vanilla, 6,8 ml",https://www.dm.si/p/d/2278242/eveline-cosmetics-tekoci-korektor-wonder-match-10-light-vanilla
5901761985191,"Tekoči korektor Wonder Match, 01 Light, 6,8 ml",https://www.dm.si/p/d/2278238/eveline-cosmetics-tekoci-korektor-wonder-match-01-light
